framenr,kanji,keyword,public,last_edited,story
2192,隷,"slave",0,2019-04-23 10:02:19,"The *samurai* sits on the *altar* and watches the #slave# *rake rice* all day."
2193,癒,"healing",0,2019-04-23 10:07:02,"The *meeting of butchers* address the *sickness* that has affected every butcher's *heart*, they all need sexual healing."
2194,璽,"imperial seal",0,2019-04-23 10:12:45,"You might not like the imperial seal but the boss man designed it himself so it's a *jewel* that you should just *let be* or else the king with whip you with a *belt that leaves negative stitches*. This is apparently the only 常用漢字 not included in RTK1."
2195,潟,"lagoon",0,2019-04-23 10:18:34,"From the *waters* of the #lagoon# we pulled up a body mangled in a *mortar* and tangled in some *bound up tail feathers*. (Maybe they'd been committed to the water as part of some Native American ritual?)"
2196,丹,"cinnabar",0,2019-04-23 10:20:27,"When your *boat* is #rust-colored# or cinnabar you have to take down the mast and remove the rudder so you can work with the hull"
2197,丑,"sign of the cow",0,2019-04-23 10:24:21,"77 cows behind a fence."
2198,羞,"humiliate",0,2019-04-23 10:27:47,"To give a *sign to the cow*, the farmer humiliated him by putting in him in a sheep costume. The *wool* made him very itchy."
2199,卯,"sign of the hare",0,2019-04-23 10:30:27,"Identical to *egg*, without the ""yolks.""  

Both hares and eggs are used for Spring celebrations because they are symbols of fertility."
2200,巳,"sign of the snake",0,2019-04-23 10:35:00,"#The sign of the snake# shows a snake coiling it*self (己)* up. ****Thank you for your help, everyone! See you in frame 2201?****"
2202,柴,"brushwood",0,2020-05-17 11:19:32,"The Shiba-inu (柴犬) is looking for a *tree* to *stop and sit down* to poop but all he can find is some brushwood. Well, better than nothing!"
2204,砦,"fort",0,2021-01-04 19:08:41,"*Stop and sit down* to listen to the tour guide's story. ""These *stones* down there used to be a fort, but the enemy came and tore the place down. It has never been rebuild""."
2205,髭,"beard",0,2019-08-22 18:38:08,"A beard is hair that, instead of wanting it SHAPED like your friends, you grow it LONG so that you can STOP, SIT DOWN and scratch it while in thought."
2211,鱗,"scaled",0,2021-05-27 20:38:08,"The *neighboring fish* have prettier #scales#."
2223,鎧,"suit of armor",0,2021-05-12 18:02:18,"A *golden* #suit of armour# is hidden under a *mountain* of *beans*."
2227,籤,"lottery",0,2020-11-05 18:14:04,"I never play the #lottery#.  I'd rather be whacked by *bamboo* staffs as I pass down an *assembly line* than do that.  Of course, when a buddy wins, I'll go to the *fiesta* and enjoy the special salsa packed with *green onions*, but I will never play the #lottery# myself."
2232,尤,"understandably",0,2022-05-10 02:05:25,"A *chihuahua with one human leg* is understandably not as fast as other chihuahuas."
2234,或,"a  (a certain)",0,2021-09-02 14:42:35,"#A certain# drunken *mouth* is on the *floor* at the *fiesta* moaning ""#Aaaaaaaaaaaaaaaa#"""
2262,凋,"wilt",0,2021-02-11 17:59:49,"Plants wilt, wither and die when *ice* envelopes the *circumference* of their roots."
2263,凌,"pull through",0,2021-04-14 18:20:24,"[dramatic music] The *ice* comes, and we wonder if the little *rice seedlings* will pull through, or their tiny little *walking legs* will freeze first..."
2271,剃,"shave",0,2019-08-21 12:31:12,"The *younger brother* wants to look cool and shaves himself with a *saber* instead of a razor."
2280,喋,"chatter",0,2020-08-21 09:57:12,"Two good friends looking at their childhood *tree* house and remembering how it seemed like *generations* ago since they were up in it chattering away all night."
2281,嘩,"quarrel",0,2019-06-28 21:28:03,"*Mouths* quarrel over who is more *splendid*"
2282,噂,"gossip",0,2020-10-24 16:59:41,"The controversial but *revered* leader who is always glued to his bottle of alcohol has tons of #rumors# about him. Everywhere you *go in* the castle, people's *mouths* hang open in #gossip#."
2283,咳,"cough",0,2019-07-04 13:41:45,"a squirrel's *mouth* coughs up an *acorn*"
2284,喧,"clamor",0,2019-06-28 21:26:11,"To clamor means to open your *mouth* and *proclaim* loudly your opinions."
2285,叩,"bash",0,2020-05-18 14:45:17,"It was an unlucky fate for {命} 命 to be bashed in by the other kanji when it missed a kanji 'meeting'."
2286,嘘,"fib",0,2019-11-02 21:50:38,"A #fib# is where your *mouth* is *void* of any truth."
2289,吊,"dangle",0,2021-07-10 17:08:28,"a *towel* dangles under his *mouth* to keep him clean at dinner"
2290,噛,"chew",0,2020-02-25 21:41:39,"use your *teeth* to chew what you put in your *mouth*"
2291,叶,"come true",0,2021-03-10 18:06:51,"If you speak your wish 10 times it will come true."
2295,噌,"miso",0,2020-02-25 21:44:36,"the みそ汁 in your MOUTH was FORMERLY soy beans"
2314,姪,"niece",0,2020-02-25 22:00:25,"little did you know, the *woman* who made you *climax* was your niece"
2317,姑,"mother-in-law",0,2021-01-19 18:26:55,"According to Japanese traditions, daughters-in-law have to pay respect to the *woman* who is their mother-in-law, because they are *older*."
2319,嬉,"overjoyed",0,2019-07-17 18:38:22,"Finally, I got a *woman* ... I have to just shriek and *rejoice*, I'm so overjoyed!"
2322,宥,"soothe",0,2021-03-04 17:56:18,"It really soothes my mind that I *possess* a *house*. Now at least all my payments are going towards something solid, instead of just throwing it away as rent."
2354,掴,"clutch",0,2021-08-23 19:59:26,"Clutch tightly with your *fingers* your passport so you can get back in the *country* without any issues."
2358,揃,"muster",0,2020-11-16 18:28:30,"The angry captain orders all his men to muster *in front* of him, then points his *finger* at those he plans to punish and make an example of. ”お前ら。。。”. 
(Heisig: The sense of the keyword here is “to assemble in an orderly fashion.”)"
2364,捧,"devote",0,2021-07-19 18:13:30,"My *fingers* are #devoted# to writing kanji, because I *dedicated* myself to Japanese"
2368,撫,"petting",0,2021-04-12 19:18:21,"I was petting my pet, but when I looked at my *fingers* I saw . . . *nothingness* – my pet had bitten them off."
2374,怯,"wince",0,2021-01-29 19:54:16,"The gambling addict's *state of mind* ... #wincing# as he realizes that everything he owns is *gone*"
2376,惚,"infatuation",0,2023-11-30 20:32:27,"infatuation is the *state of mind* that makes a *knot* form in your *heart*"
2389,洒,"rinse",0,2021-08-30 17:42:33,"In the *wild west* everything was so dirty! With the limited *water* people could spare, a simple rinse was the best your clothes would get."
2408,溢,"brimming",0,2021-03-05 21:09:36,"WATER is brimming with BENEFITS for all living things"
2417,沌,"chaos",0,2021-01-20 19:04:40,"Chaos theory holds that a single EARTHWORM wriggling can cause huge flows of WATER all over the planet."
2419,濡,"drench",1,2020-02-13 18:13:51,"Ironically, during a flood, the *demand* for *water* goes up, even though everything is #drenched# in this stuff!"
2423,爺,"grandpa",0,2021-08-31 20:49:41,"My grandpa, the *father* of my *father*, often puts his *ear* agains the *city walls* to hear what's going on. Well, Alzheimer..."
2426,狡,"cunning",0,2020-11-18 19:26:41,"A *pack of wild dogs* *mingle* together and perform cunning-lingus."
2428,狼,"wolf",0,2021-04-24 12:29:19,"a *pack of wild dogs* has to be really *good* to catch a wolf"
2438,苺,"strawberry",0,2020-02-25 22:04:07,"The strawberry plant is one that *mothers* really like. Not particularly for its *flowers*, but for the fruit of course, so they can make fresh strawberry pies."
2443,苔,"moss",0,2021-03-08 19:27:13,"*Flowers* can be seen on the *pedestal* covered with moss"
2454,蕎,"buckwheat",0,2021-08-26 20:33:06,"I gave the *angel* a *flower*. In return she gifted me with a year's supply of buckwheat to feed my family."
2456,茄,"eggplant",0,2020-02-25 22:09:38,"eggplant is a low カロrie *flower* (thanks Peppi)"
2459,芥,"mustard",0,2023-11-16 14:30:53,"mustard has a lot of flavor *jammed in* to its *flowers*"
2463,蘇,"resurrect",0,2020-12-17 18:57:14,"*Fish* are used (as fertilizer) to resurrect your *wheat* to a *flower*ing state"
2475,茸,"mushroom",0,2020-11-29 18:39:35,"I took #mushrooms# and saw *flowers* sprouting from my friend's *ears*."
2479,蒼,"pale blue",0,2021-08-17 20:25:29,"The *godown* was filled with pale blue *flowers*, probably some drug..."
2484,蒜,"garlic",0,2021-09-02 17:46:45,"In the temple were *two altars*. One of them had the usual array of *fl0wers*, but the other was adorned with garlic, so that the locals could pray to keep the vampires out."
2493,辿,"track down",0,2021-09-02 17:26:49,"When you're following someone along a *road* high atop a *mountain*, it is easy to #track# them #down#, since all #tracks# lead #down#."
2497,逢,"tryst",0,2020-02-28 16:25:55,"Seeing *pubic hair* on the *road* is a sure sign of a lovers' #tryst#! (巡り逢う)"
2509,忽,"instantaneously",0,2021-05-26 16:35:44,"His *heart* got tied in a *knot* and he died instantaneously."
2510,惣,"firstborn son",0,2022-03-24 20:17:58,"The caveman, introducing his firstborn son: ""And this is *thing* with *heart*. Come yesterday from woman's stomach."""
2511,愈,"in the nick of time",0,2020-12-31 19:17:42,"The guy who had a *heart* attack at the *butcher's meeting* was saved in the nick of time."
2527,晦,"last day of the month",0,2021-08-25 20:06:10,"I wish *every* *day* was the last day of the month (that's when my bank account interest compounds)."
2559,棲,"roost",0,2021-08-03 21:28:19,"My *wife* wanted a special place to roost, so I built her one - on the top of that *tree*"
2566,杖,"cane",0,2021-02-11 16:47:05,"*Wood* of a certain *length* can be used as a cane"
2622,痒,"itch",0,2022-05-05 19:08:40,"If you think wearing a wool sweater is itchy, just think of how *sheep* must feel! They must be so* sick* of wearing that itchy wool all the time!"
2629,眩,"dizzy",0,2020-11-24 17:35:08,"If you see *mysterious* things in front of your *eyes* you're definitely dizzy."
2633,碇,"grapnel",0,2022-03-22 23:44:48,"He was *determined* to climb this *rock*, so he used a grapnel."
2637,碗,"teacup",0,2020-11-27 14:22:43,"Similarly to the {椀}, the teacup made of *stone* has it's makers *address* carved into the bottom."
2657,稀,"sparse",0,2022-04-22 20:33:49,"Food is sparse, so the *wheat* crops are now their only *hope*."
2688,筈,"should",0,2022-12-16 20:00:26,"Should you put *bamboo* through your *tongue*?  If you don't already know the answer yourself, you #shouldn't# even ask."
2692,糊,"paste",0,2020-02-25 22:16:11,"the *uncivilized* used *rice* as paste"
2695,糞,"shit",0,2019-11-23 15:19:46,"it is *uncommon* to find *rice* in your shit. Corn, on the other hand..."
2697,繋,"link up",0,2021-01-13 17:31:26,"This should do the trick:
http://tinyurl.com/dzhu4g"
2700,絆,"ties",0,2020-12-30 17:56:51,"spiderman, half: Since only *half* of his family was left (aunt May, uncle died), *Spiderman* kept strong ties with her."
2703,紐,"string",0,2020-02-21 14:42:52,"what's the only *sign of the cow* you'll find in *Spider-Man*'s house? Why, string cheese, of course!"
2709,綺,"ornate",0,2021-05-29 12:30:34,"*Spider-Man* looks *strange* in his ornate costume, but that's why you can't take your eyes off of him"
2710,綾,"damask",0,2022-03-23 00:06:02,"The *rice seedlings* notice that *Spiderman*'s blocking their path to the promised land. So they put on #da mask# which was made of a figured cloth and managed to outsmart spidey."
2731,蝉,"cicada",0,2020-10-29 20:15:20,"the cicada is a *simple insect*, making noise, mating, and dying."
2732,蛙,"frog",0,2020-11-06 19:46:15,"a frog hides in the *ivy* to catch *insects*"
2744,讐,"vendetta",0,2020-12-22 19:47:39,"*Two turkeys* (one from Foster Farms and the other from Butterball) exchange *words* that cause a #vendetta#."
2750,詫,"beg another’s pardon",0,2021-05-17 21:03:39,"""I'm going out with an *otaku*"" ""I #beg your pardon#! What did you just *say*?!"""
2766,貰,"get",0,2019-06-12 19:41:02,"you get *money* from the *generation* above you"
2767,賑,"bustling",0,2019-05-28 13:55:31,"*Bruce Lee* made his *clams* in the bustling city of Hong Kong."
2769,躓,"stumble",0,2020-12-29 19:14:37,"At the border crossing, a man was trying to smuggle a controlled *substance* in his *wooden leg*. He would have made it too had he not #stumbled# and spilled the contents."
2773,跪,"kneel",0,2021-02-03 18:54:06,"It's *dangerous* to kneel with a *wooden leg*. It might fall off."
2774,醤,"soy sauce",0,2020-02-26 16:22:31,"the *leader*'s *whiskey bottle* is filled with soy sauce since he doesn't drink alcohol but likes to pretend he's one of the boys by making a strained face when he takes a swig"
2793,錆,"rust",0,2022-04-29 11:43:31,"The easiest place to spot rust is when it grows on *blue* *metal*.  All of my cars have been *blue*, and as soon as the first red rust appears, its off to the scrapheap."
2795,鋏,"scissors",0,2020-02-26 16:25:15,"On the *St. Bernard assembly line*, the dogs pass by and the workers clip their fur with *metal* scissors."
